case_id,borrower_name,age,occupation,employer_business,employment_business_vintage_years,annual_income_lakh,existing_emi_inr,credit_score,loan_product,loan_purpose,loan_amount_inr,tenure_years,interest_rate_percent,primary_property_pdf,city,locality,property_type,property_address,building_society,flat_house_number,bedrooms,carpet_area_sqft,builtup_area_sqft,floor,total_floors,property_age_years,parking,occupancy,condition,sale_deed_status,property_card_status,share_certificate_status,building_plan_status,occupancy_certificate_status,property_tax_status,encumbrance_security_interest_status,owner_consistency,address_consistency,property_id_consistency,area_consistency,property_type_consistency,document_completeness,exceptions,comparable_count,average_comparable_rate_inr_sqft,adjusted_comparable_rate_inr_sqft,indicative_value_inr,indicative_value_low_inr,indicative_value_high_inr,valuation_confidence,ltv_percent,collateral_coverage_x,collateral_assessment,valuer_status,valuer_assessed_value_inr,valuer_override_reason,credit_review_status,data_classification,data_note
CLIQ-01403,Rahul Agarwal,30,Business Owner,Trading Business,9,14.08,19900,752,Home Loan,Construction,9900000,10,9.29,Simulated - property information source,Thane,Vartak Nagar,Independent House,"18, Vartak Nagar, Thane, Maharashtra",Green Heights,House-11,2,840,970,17,29,26,2 Covered,Tenant-occupied,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Exception,Pass,Complete,Area inconsistency; Security-interest verification pending,7,30200,31000,26000000,24700000,27200000,Low,38.1,2.63,MEDIUM - REVIEW REQUIRED,Completed,24600000,Condition/marketability adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01404,Isha Chaudhari,29,Business Owner,Manufacturing Business,5,14.88,27600,743,Loan Against Property (LAP),Debt Consolidation,20200000,7,8.59,Simulated - property information source,Mumbai,Wadala,Apartment / Flat,"41, Wadala, Mumbai, Maharashtra",Demo Housing Society,804,2,550,670,8,16,16,1 Open,Self-occupied,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,54900,54200,29800000,28600000,31000000,High,67.8,1.48,LOW - REVIEW COMPLETE,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01405,Raj Nair,46,Business Owner,Trading Business,3,14.47,31200,763,Loan Against Property (LAP),Debt Consolidation,32800000,15,10.12,Simulated - property information source,Mumbai,Prabhadevi,Independent House,"765, Prabhadevi, Mumbai, Maharashtra",Demo Housing Society,House-7,2,1000,1190,4,14,12,1 Open,Tenant-occupied,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,80400,80000,80000000,75800000,82800000,High,41.0,2.44,LOW - REVIEW COMPLETE,Completed,77400000,Condition/marketability adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01406,Pooja Nair,43,Salaried,Government Department,8,14.22,24500,675,Home Loan,Construction,13400000,15,10.25,Simulated - property information source,Thane,Ghodbunder Road,Apartment / Flat,"243, Ghodbunder Road, Thane, Maharashtra",Sai Enclave,501,2,1330,1530,11,33,41,1 Open,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,6,26400,26200,34800000,33000000,36300000,High,38.5,2.6,LOW - REVIEW COMPLETE,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01407,Pooja Mehta,31,Business Owner,Professional Practice,11,6.57,12700,766,Loan Against Property (LAP),Debt Consolidation,29300000,20,10.15,Simulated - property information source,Mumbai,Bandra East,Apartment / Flat,"385, Bandra East, Mumbai, Maharashtra",Green Heights,606,1,760,880,12,21,8,1 Covered,Vacant,Good,Uploaded,Pending,Pending,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,56600,57900,44000000,42600000,45700000,High,66.6,1.5,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01408,Meera Joshi,33,Business Owner,Private Company,7,6.7,7100,768,Home Loan,Purchase of Residential Property,20900000,15,10.65,Simulated - property information source,Mumbai,Dadar East,Apartment / Flat,"711, Dadar East, Mumbai, Maharashtra",Ocean View CHS,707,1,550,650,16,31,21,1 Open,Vacant,Needs Review,Uploaded,Uploaded,Not Applicable,Uploaded,Pending,Uploaded,Verification Pending,Pass,Pass,Pass,Exception,Pass,Complete,Area inconsistency; Security-interest verification pending,5,55100,55300,30400000,28900000,32300000,Low,68.8,1.45,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01409,Kavya Kapoor,41,Business Owner,Private Company,5,20.69,51000,729,Home Loan,Balance Transfer,21800000,15,9.97,Simulated - property information source,Mumbai,Bandra East,Apartment / Flat,"839, Bandra East, Mumbai, Maharashtra",Sai Enclave,406,1,720,910,9,10,9,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Verification Pending,Exception,Pass,Pass,Pass,Pass,Complete,Owner mismatch; Security-interest verification pending,5,55200,54600,39300000,37200000,41200000,High,55.5,1.8,MEDIUM - REVIEW REQUIRED,Completed,39500000,Condition/marketability adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01410,Arjun Deshmukh,26,Business Owner,Private Company,2,17.89,25500,775,Loan Against Property (LAP),Business Expansion,23100000,7,9.97,Simulated - property information source,Thane,Ghodbunder Road,Apartment / Flat,"89, Ghodbunder Road, Thane, Maharashtra",Green Heights,901,4,1380,1650,2,16,17,1 Covered,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,7,26400,26100,36000000,34100000,37800000,High,64.2,1.56,MEDIUM - REVIEW REQUIRED,Completed,33900000,Comparable selection adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01411,Raj Verma,45,Self-Employed Professional,Private Company,7,6.05,14300,850,Loan Against Property (LAP),Medical/Personal Need,15400000,15,8.74,Simulated - property information source,Mumbai,Sion,Apartment / Flat,"947, Sion, Mumbai, Maharashtra",Green Heights,305,4,990,1150,16,34,32,1 Covered,Self-occupied,Good,Uploaded,Pending,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,40700,40800,40400000,38700000,42600000,High,38.1,2.62,LOW - REVIEW COMPLETE,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01412,Neha Nair,44,Self-Employed Professional,Professional Practice,6,32.27,84500,718,Loan Against Property (LAP),Medical/Personal Need,39200000,15,9.29,Simulated - property information source,Mumbai,Wadala,Apartment / Flat,"492, Wadala, Mumbai, Maharashtra",Green Heights,702,3,1240,1510,6,8,12,None,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,52900,54400,67500000,64400000,71500000,Medium,58.1,1.72,LOW - REVIEW COMPLETE,Completed,67500000,Condition/marketability adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01413,Neha Bansal,35,Business Owner,Manufacturing Business,13,38.58,79000,816,Home Loan,Construction,14100000,30,9.33,Simulated - property information source,Mumbai,Bandra East,Apartment / Flat,"285, Bandra East, Mumbai, Maharashtra",Sai Enclave,507,2,450,550,8,35,22,1 Open,Self-occupied,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Pass,Pass,Complete,Security-interest verification pending,7,58200,59100,26600000,25400000,27700000,High,53.0,1.89,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01414,Rahul Malhotra,36,Salaried,Trading Business,8,15.94,13300,696,Home Loan,Construction,33700000,15,11.18,Simulated - property information source,Mumbai,Matunga,Row House,"590, Matunga, Mumbai, Maharashtra",Demo Housing Society,House-37,4,920,1100,12,29,14,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,5,61300,59800,55000000,52100000,57900000,High,61.3,1.63,MEDIUM - REVIEW REQUIRED,Completed,52600000,No material adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01415,Ananya Joshi,43,Self-Employed Professional,Trading Business,11,23.29,37400,791,Loan Against Property (LAP),Debt Consolidation,40400000,7,10.04,Simulated - property information source,Mumbai,Bandra East,Apartment / Flat,"460, Bandra East, Mumbai, Maharashtra",Sunrise Apartments,206,2,1020,1230,15,23,21,2 Covered,Vacant,Good,Uploaded,Uploaded,Uploaded,Pending,Pending,Uploaded,No charge indicated in submitted document,Pass,Exception,Pass,Exception,Pass,Complete,Address mismatch; Area inconsistency,5,60400,59800,61000000,59100000,64900000,Low,66.2,1.51,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01416,Neha More,35,Government Employee,Trading Business,6,13.87,16200,840,Home Loan,Purchase of Residential Property,42200000,25,8.44,Simulated - property information source,Mumbai,Wadala,Apartment / Flat,"275, Wadala, Mumbai, Maharashtra",Green Heights,109,1,1220,1550,6,34,20,1 Open,Vacant,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,6,50000,50900,62100000,60000000,64200000,High,68.0,1.47,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01417,Siddharth Agarwal,56,Government Employee,Trading Business,8,5.0,10300,803,Home Loan,Balance Transfer,35500000,30,9.87,Simulated - property information source,Thane,Vartak Nagar,Independent House,"444, Vartak Nagar, Thane, Maharashtra",Ocean View CHS,House-7,3,2580,3160,3,12,9,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,5,27700,28000,72200000,68800000,75800000,High,49.2,2.03,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01418,Meera More,32,Business Owner,Private Company,5,10.82,7700,824,Loan Against Property (LAP),Debt Consolidation,47100000,15,9.89,Simulated - property information source,Mumbai,Bandra East,Independent House,"715, Bandra East, Mumbai, Maharashtra",Sai Enclave,House-79,1,1420,1810,3,26,29,2 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Pending,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,54000,55100,78200000,74700000,81400000,High,60.2,1.66,LOW - REVIEW COMPLETE,Completed,77400000,Comparable selection adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01419,Arjun Kulkarni,43,Business Owner,Government Department,11,10.38,8900,710,Home Loan,Balance Transfer,17400000,20,11.62,Simulated - property information source,Thane,Kalwa,Apartment / Flat,"779, Kalwa, Thane, Maharashtra",Ocean View CHS,904,2,1420,1740,12,26,9,1 Covered,Self-occupied,Average,Uploaded,Uploaded,Pending,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,21500,21800,31000000,30000000,33100000,High,56.1,1.78,LOW - REVIEW COMPLETE,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01420,Raj Bansal,40,Business Owner,Manufacturing Business,1,18.36,39300,843,Loan Against Property (LAP),Debt Consolidation,19700000,10,8.78,Simulated - property information source,Thane,Wagle Estate,Independent House,"468, Wagle Estate, Thane, Maharashtra",Sai Enclave,House-86,4,1200,1450,6,9,3,1 Covered,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,6,25300,25000,30000000,28700000,30900000,High,65.7,1.52,LOW - REVIEW COMPLETE,Completed,29500000,Condition/marketability adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01421,Nikhil More,43,Business Owner,Manufacturing Business,10,26.55,47600,731,Home Loan,Construction,11200000,10,9.22,Simulated - property information source,Thane,Wagle Estate,Apartment / Flat,"593, Wagle Estate, Thane, Maharashtra",Ocean View CHS,801,3,830,1020,5,19,10,1 Covered,Vacant,Average,Uploaded,Pending,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Exception,Pass,Pass,Pass,Pass,Incomplete,Owner mismatch; Document completeness review,7,29600,29000,24100000,22800000,25500000,High,46.5,2.15,MEDIUM - REVIEW REQUIRED,Completed,23900000,Condition/marketability adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01422,Priya Gupta,56,Self-Employed Professional,Trading Business,1,9.79,11400,650,Home Loan,Purchase of Residential Property,43200000,30,10.26,Simulated - property information source,Mumbai,Sion,Apartment / Flat,"193, Sion, Mumbai, Maharashtra",Green Heights,802,2,1480,1790,9,35,15,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,42300,42400,62800000,59300000,66100000,High,68.8,1.45,LOW - REVIEW COMPLETE,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01423,Arjun More,47,Business Owner,Manufacturing Business,11,26.45,66500,710,Loan Against Property (LAP),Medical/Personal Need,21000000,15,11.75,Simulated - property information source,Mumbai,Wadala,Apartment / Flat,"397, Wadala, Mumbai, Maharashtra",Sai Enclave,909,3,1160,1410,10,23,31,None,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Exception,Pass,Pass,Complete,Property identification mismatch,6,48900,48800,56600000,54800000,60600000,High,37.1,2.7,MEDIUM - REVIEW REQUIRED,Completed,57200000,Comparable selection adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01424,Aditya Mehta,31,Salaried,Private Company,1,13.8,11100,745,Home Loan,Purchase of Residential Property,14800000,15,11.05,Simulated - property information source,Mumbai,Parel,Apartment / Flat,"803, Parel, Mumbai, Maharashtra",Sai Enclave,201,1,710,830,14,15,14,None,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,61600,61500,43700000,42000000,45300000,High,33.9,2.95,LOW - REVIEW COMPLETE,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01425,Aditya Chaudhari,65,Government Employee,Private Company,11,12.77,15800,707,Loan Against Property (LAP),Business Expansion,50000000,20,8.86,Simulated - property information source,Mumbai,Parel,Independent House,"261, Parel, Mumbai, Maharashtra",Shree Residency,House-12,3,2740,3330,7,9,1,None,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Pending,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,65200,65900,180600000,173400000,187500000,High,27.7,3.61,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01426,Aarav Kulkarni,30,Salaried,Government Department,21,25.79,42700,766,Home Loan,Balance Transfer,35800000,15,11.22,Simulated - property information source,Mumbai,Bandra East,Apartment / Flat,"369, Bandra East, Mumbai, Maharashtra",Shree Residency,502,1,1010,1260,5,14,18,None,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,53400,54600,55100000,51900000,56800000,High,65.0,1.54,LOW - REVIEW COMPLETE,Completed,56300000,No material adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-01427,Nikhil Kapoor,34,Government Employee,Trading Business,16,14.42,11900,748,Home Loan,Purchase of Residential Property,35000000,15,10.81,Simulated - property information source,Mumbai,Dadar East,Apartment / Flat,"932, Dadar East, Mumbai, Maharashtra",Green Heights,403,2,1350,1720,16,27,1,None,Vacant,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review; Security-interest verification pending,6,54500,56000,75600000,72700000,78500000,Medium,46.3,2.16,MEDIUM - REVIEW REQUIRED,Completed,71800000,No material adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
